log_message,severity
2023-10-31T08:14:31.817510+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:14:31.819234+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:15:11.821694+01:00 TT02 (PID:31654240): Waiting for all non-current ORLs to be archived,0
2023-10-31T08:15:11.823347+01:00 TT02 (PID:31654240): All non-current ORLs have been archived,0
2023-10-31T08:15:11.856825+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:15:11.864883+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00367: checksum error in log file header ORA-00316: log 4 of thread 1, type 0 in header is not log file ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_1.log'",2
2023-10-31T08:15:11.906900+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:15:11.912485+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:15:11.915822+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:15:11.918424+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_tt02_31654240.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:15:11.932023+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20840784.trc: ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:15:11.988032+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20840784.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:15:12.042134+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20840784.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:15:12.060563+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20840784.trc: ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:15:12.114543+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20840784.trc: ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:15:12.168176+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20840784.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:15:12.221454+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20840784.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:15:12.264771+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20840784.trc: ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:15:12.319995+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20840784.trc: ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:15:12.373619+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20840784.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:15:12.427215+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_20840784.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:16:45.313280+01:00 ALTER SYSTEM SET standby_file_management='MANUAL' SCOPE=BOTH;,0
2023-10-31T08:16:52.762696+01:00 alter database recover managed standby database cancel,1
2023-10-31T08:16:52.770388+01:00 PR00 (PID:40174048): MRP0: Background Media Recovery cancelled with status 16037,0
2023-10-31T08:16:52.772445+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_pr00_40174048.trc: ORA-16037: user requested cancel of managed recovery operation PR00 (PID:40174048): Managed Standby Recovery not using Real Time Apply Recovery interrupted! stopping change tracking,2
2023-10-31T08:16:52.943127+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_pr00_40174048.trc: ORA-16037: user requested cancel of managed recovery operation,2
2023-10-31T08:16:53.048336+01:00 Background Media Recovery process shutdown (FRET),2
2023-10-31T08:16:53.765570+01:00 Managed Standby Recovery Canceled (FRET) Completed: alter database recover managed standby database cancel,0
2023-10-31T08:23:11.150944+01:00 alter database clear logfile group 1,0
2023-10-31T08:23:11.152732+01:00 Clearing online log 1 of thread 1 sequence number 0,0
2023-10-31T08:23:13.302554+01:00 Completed: alter database clear logfile group 1,0
2023-10-31T08:23:16.649466+01:00 alter database clear logfile group 2,0
2023-10-31T08:23:16.651537+01:00 Clearing online log 2 of thread 1 sequence number 0,0
2023-10-31T08:23:18.856245+01:00 Completed: alter database clear logfile group 2,0
2023-10-31T08:23:21.573216+01:00 alter database clear logfile group 3,0
2023-10-31T08:23:21.574974+01:00 Clearing online log 3 of thread 1 sequence number 0,0
2023-10-31T08:23:23.673107+01:00 Completed: alter database clear logfile group 3,0
2023-10-31T08:23:27.201522+01:00 alter database clear logfile group 4,0
2023-10-31T08:23:27.203221+01:00 Clearing online log 4 of thread 1 sequence number 0,0
2023-10-31T08:23:27.234810+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_ora_2622018.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
"2023-10-31T08:23:27.264816+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_ora_2622018.trc: ORA-00367: checksum error in log file header ORA-00316: log 4 of thread 1, type 0 in header is not log file ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_1.log'",2
2023-10-31T08:23:27.418226+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_3474038.trc: ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:23:27.486090+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_3474038.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:23:27.578483+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_3474038.trc: ORA-00313: open failed for members of log group 4 of thread 1 ORA-00312: online log 4 thread 1: '/redolog/FRET/redo044_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:23:27.632498+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_3474038.trc: ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:23:27.656628+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_ora_2622018.trc: ORA-27063: number of bytes read/written is incorrect IBM AIX RISC System/6000 Error: 28: No space left on device Additional information: 4294967295 Additional information: 1048576 ORA-19510 signalled during: alter database clear logfile group 4...,2
2023-10-31T08:23:27.697223+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_3474038.trc: ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:23:27.748946+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_3474038.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:23:27.802486+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_3474038.trc: ORA-00313: open failed for members of log group 5 of thread 1 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 5 thread 1: '/redolog/FRET/redo055_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
2023-10-31T08:23:27.844286+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_3474038.trc: ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:23:27.896811+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_3474038.trc: ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,2
2023-10-31T08:23:27.949060+01:00 Errors in file /oracle/ora_base/diag/rdbms/fretdg/FRET/trace/FRET_mz00_3474038.trc: ORA-00313: open failed for members of log group 6 of thread 1 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_2.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7 ORA-00312: online log 6 thread 1: '/redolog/FRET/redo066_1.log' ORA-27037: unable to obtain file status IBM AIX RISC System/6000 Error: 2: No such file or directory Additional information: 7,3
